loan_number,condition,depth
CO-L1014,5.3 Que el MPS presente un Informe sobre el desarrollo de un ranking de IPS en cuanto a la calidad en la prestación de servicios.,Low
CO-L1014,"6.1 Que el MPS y el DNP aprueben un Documento Marco sobre la viabilidad financiera, presupuestal y operativa de la implementación de alternativas de subsidios parciales.",Medium
CO-L1014,6.2 Que se incremente la cobertura del régimen subsidiado en 2.400.000 nuevos cupos por subsidios plenos durante 2005.,Medium
CO-L1014,"7.1 Que el MPS, DNP y MHCP aprueben un Documento Marco para mejorar la efectividad de la ejecución de la Subcuenta de Solidaridad del Fondo de Solidaridad Pensional (“FSP”), que considere: (i) la meta de cobertura de mediano plazo para la subcu",Medium
CO-L1014,8.1 Que se apruebe el Acto Legislativo #01/05 que considera la creación de esquemas de ahorro que generen beneficios económicos periódicos para personas de escasos recursos que no cumplan con las condiciones requeridas para tener derecho a una,High
CO-L1014,"9.1 Que el MPS, DNP y MHCP aprueben un Documento Marco para mejorar la cobertura de la Subcuenta de Subsistencia del FSP, que considere: (i) la meta de cobertura de mediano plazo para la subcuenta, sostenible dentro del marco fiscal; (ii) el ar",Medium
CO-L1014,"10.1 Que el DNP y MPS aprueben un Documento Marco para el reordenamiento del sistema de asistencia social, que considere: (i) formulación y coordinación de políticas; (ii) relación entre  distintos niveles de la administración pública y socieda",Medium
CO-L1014,"11.1 Que se apruebe el CONPES de focalización del gasto público social, que considere: (i) criterios técnicos para la elección de los instrumentos de focalización; (ii) lineamientos para el uso de los instrumentos de focalización; y (iii) recom",Medium
CO-L1026,"Inclusión en el PND de un mandato para desarrollar un Plan de Acción para la Política Nacional de Primera Infancia, y para la conformación de un Comité Directivo Intersectorial para implementar dicho Plan.",Medium
CO-L1026,"Aprobación de un documento CONPES que defina los lineamientos y estrategias específicas que conforman un Plan de Acción de la Política Nacional de Primera Infancia incluyendo metas específicas a 2010, consistente con el Documento Marco para la ",Medium
CO-L1026,"Aprobación de la Ley 1098 del 2006, por la cuál se expide el Código de la Infancia y la Adolescencia.",High
CO-L1026,"Inclusión en el PND de una meta específica a 2010 para el nivel de deserción intra-anual y descripción de las estrategias específicas a implementar para alcanzarla, consistentes con el Documento Base para desarrollar una política de retención e",Medium
CO-L1026,"Inclusión en el PND de metas a 2010 para el nivel de cobertura para educación superior, la participación de la educación técnica y tecnológica en la educación superior, y el acceso de jóvenes de escasos recursos a dicha educación, y descripción",Medium
CO-L1026,"Aprobación de la Ley 1122 de 2007, y de los Decretos 1018 y 1019 de 2007, los cuales enmarcan un esquema de fortalecimiento de la SNS consistente con el Documento Marco para el fortalecimiento de la SNS.",High
CO-L1026,"Avances en la implementación del Plan de Implementación de la Política Nacional de Prestación de Servicios de Salud en cuanto a calidad, teniendo como indicadores de avance: (i) aplicación de los criterios de verificación a por lo menos 47% de ",Medium
CO-L1026,Difusión pública del primer ranking de IPSs.,Medium
CO-L1026,Presentación ante el Consejo Nacional de Seguridad Social y Salud del modelo económico para la contribución subsidiada de la población independiente al Sistema General de Seguridad Social en Salud.,Low
CO-L1026,"Incremento en la cobertura del régimen subsidiado de aseguramiento en salud en 1.500,000 nuevos  cupos por subsidios plenos durante 2006.",Medium
CO-L1026,"Aprobación  de un documento CONPES que defina el ajuste al número de semanas de cotización necesarias para acceder al subsidio a la cotización al SGP, a través de la Subcuenta de Solidaridad del Fondo de Solidaridad Pensional (de 600 a 500 sema",Medium
CO-L1026,8.1 Preparación de un documento base por parte de MHCP que incluya las   observaciones del MPS y el DNP  que presente alternativas para desarrollar el esquema de ahorro de largo plazo (Beneficios Económicos Periódicos).,Low
CO-L1026,"10.1 Aprobación de un documento CONPES que defina las metas de incremento anual en la cobertura del Programa de Protección Social al Adulto Mayor, financiado a través de la Subcuenta de Subsistencia del Fondo de Solidaridad Pensional (de 240.00",Medium
CO-L1026,"Aprobación de un documento CONPES que defina los lineamientos técnicos y operativos para el desarrollo de un ordenamiento de los programas de asistencia social a través de la Red Juntos, consistente con el Documento Marco para el reordenamiento",Medium
CO-L1026,Inclusión en el PND de la Red Juntos como estrategia clave para el combate a la pobreza extrema.,Medium
CO-L1026,"Inicio del Programa piloto de la RED en 35 municipios, con una cobertura aproximada de 80,000 familias del nivel 1 del Sisben o desplazadas.",Medium
CO-L1026,"Implementación de un programa piloto de fortalecimiento de municipios en cuanto a sistemas de información y uso de los instrumentos de focalización, consistente con lo planteado en el CONPES, llevado a cabo en 53 municipios de los  Departamento",Medium
CO-L1026,"Comunicación del DNP acerca del arreglo institucional para las mediciones de pobreza, considerando algunos de los aspectos contemplados en el acta suscrita con el DANE, en relación con: (i) la proyección para que el DANE pueda ser la entidad re",Medium
Truncated,"Avances hasta 2008 en la implementación de la Política Nacional de Primera Infancia, medidos por los siguientes hitos:  (i) 80 mil nuevos niños menores de 5 años son atendidos en educación inicial, a través de modalidades de hogares comunitario",Medium
Truncated,"La deserción intra-anual se reduce de 5,8% en 2006 a 5,5% en 2008.",Medium
Truncated,Avances en la implementación de las distintas estrategias específicas para la reducción de la deserción intra-anual.,Medium
Truncated,"A fines de 2008 se han creado 120.000 nuevos cupos en educación superior, de los cuales al menos 40.000 son de educación técnica y tecnológica.",Medium
Truncated,A fines de 2008 se han otorgado al menos 25.000 nuevos subsidios para la educación superior a jóvenes de los niveles 1 y 2 del Sisben.,Medium
Truncated,Avances a 2008 en la implementación del plan de fortalecimiento de la SNS.,Medium
Truncated,"Avances a 2008 en la implementación del Plan en cuanto a calidad, teniendo como indicadores de avance, entre otros: (i) aplicación de los criterios de verificación a por lo menos 60% de los servicios de las IPS públicas y privadas;  (ii) 20 IPS",Medium
Truncated,Difusión pública de un segundo ranking de IPS.,Medium
Truncated,"Evaluación de medio término del piloto realizada, y decisiones de política tomadas de manera consistente con dicha evaluación.",Medium
Truncated,Incremento en la cobertura del régimen subsidiado en 800.000 nuevos cupos por subsidios plenos durante 2007 y 2008.,Medium
Truncated,Avances en la precisión de esquema y en productos que desarrollen el esquema de Beneficios Económicos Periódicos.,Medium
Truncated,Desarrollo de una Política de Envejecimiento y Vejez.,Medium
Truncated,"Evaluación de la Red Juntos realizada, y ajustes operativos realizados de acuerdo con dicha evaluación.",Medium
Truncated,Presentación de al menos dos guías de focalización de programas sociales nacionales por parte de los municipios.,Low
Truncated,Medición y diseminación de indicadores de pobreza de acuerdo al nuevo arreglo institucional realizados durante 2008.,High
CO-L1072,"(a) Fijar la coordinación de la estrategia de monitoreo, seguimiento y control sobre el uso de recursos del Sistema General de Participaciones (SGP). (Responsabilidad de la DAF).",High
CO-L1072,"(b) Precisar los alcances de las actividades de monitoreo, seguimiento y control, así como la distribución de estas competencias entre los ministerios sectoriales, el Departamento Nacional de Planeación (DNP) y la DAF.",Medium
CO-L1072,(c) Definir y calificar los eventos de riesgo que ameriten la aplicación de medidas preventivas o correctivas respecto al uso de los recursos del SGP en las ET.,Medium
CO-L1072,"(d) Reglamentar la asunción temporal de competencia funcional en las ET por parte de un nivel superior de gobierno (departamento o gobierno central, según corresponda), como medida correctiva a la verificación de eventos de riesgo con el fin de",Medium
CO-L1072,(e) Fortalecer la regulación sobre la administración de excedentes de liquidez (recursos líquidos pendientes de ejecución presupuestal) de las ET y de sus EDS.,Medium
CO-L1072,"(f) Inclusión en los informes de viabilidad fiscal de por lo menos 20 departamentos, de un capítulo sobre riesgos fiscales y financieros de las EDS.",Medium
CO-L1072,"(a) Diseño y puesta en operación un sistema de reporte de información fiscal territorial con base en formatos y plan de cuentas homologado y unificado por la DAF, el DNP y la Contaduría General de la Nación (CGN).",High
CO-L1072,"(b) Publicación de instructivos para elaboración de los reportes en el FUT, en los que se definen cuatro categorías de información (ingresos, gastos de funcionamiento, gastos de inversión y servicio de deuda) y las dependencias del gobierno nac",Medium
CO-L1072,"(c) Elaboración de un módulo piloto de saldos de deuda pública con base en datos de la contabilidad pública, reportados por las entidades territoriales a la CGN.",Medium
CO-L1072,"(d) Publicación experimental en Internet a través del sistema CHIP, de los resultados fiscales territoriales a nivel de balance fiscal, con base en la información reportada al FUT por una muestra de ET.",Medium
CO-L1072,"(a) Elaboración de un proyecto de Ley de Reforma Tributaria Territorial con la modernización del marco normativo, que, entre otros propósitos, esté dirigida a incrementar los ingresos.",Medium
CO-L1072,(b) Metodología para medir el costo fiscal de los beneficios tributarios otorgados en los impuestos municipales Predial Unificado y de Industria y Comercio aprobada por la Subdirección de Fortalecimiento Institucional Territorial de la DAF.,Low
CO-L1072,Modelo de procedimiento tributario territorial aprobado por la Subdirección de Fortalecimiento Institucional Territorial de la DAF.,Low
CO-L1117,"(a) Puesta en marcha de la estrategia de monitoreo, seguimiento y control del Sistema General de Participaciones (“SGP”) a través de su aplicación en por lo menos los 32 departamentos y los 31 municipios capitales.",Medium
CO-L1117,(b) Adopción de un sistema único de indicadores sectoriales para la calificación de eventos de riesgos en el uso de los recursos del SGP en las Entidades Territoriales (“ET”).,Medium
CO-L1117,"(c)  Implementación de medidas de revisión e inspección cuando se hubieran identificado circunstancias que ponen en riesgo el uso de los recursos del SGP en las ET, mediante la realización de auditorías específicas sobre su uso. ",Medium
CO-L1117,(d) Puesta en marcha de medidas preventivas y correctivas en las ET donde las auditorías hubieran confirmado la materialización de eventos de riesgo.,Medium
CO-L1117,"(e) 1) Expedición de las siguientes normas: a) Acto Legislativo 05/2011 (Sistema General de Regalías); y b) Ley 1530 del 17 de mayo de 2012 que, entre otras medidas, centraliza el manejo de caja de los recursos del Sistema General de Regalías: ",High
CO-L1117,"(f) Evaluación de los riesgos fiscales y financieros de las EDS, mediante la inclusión de un capítulo específico sobre el tema en los informes de viabilidad fiscal de por lo menos 20 municipios capitales.",Medium
CO-L1117,"(a) Publicación de un reporte anual consolidado del balance fiscal de las ET, con base en las cuatro categorías de información (ingresos, gastos de funcionamiento, gastos de inversión y servicio de deuda) contenidas en los reportes presentados ",Medium
CO-L1117,(b) Publicación de una clasificación de las ET de acuerdo a su cumplimiento con la obligación de reportar la información fiscal en el FUT.,Medium
CO-L1117,(c) Creación y publicación de un módulo de saldos de deuda pública operando en el FUT.,Medium
CO-L1117,"(d) Proveer informaciones para la toma de decisiones mediante la presentación al Ministro de Hacienda y Crédito Público de un informe trimestral de medición y análisis de resultados fiscales a partir de los reportes FUT, en por lo menos 20 depa",Medium
CO-L1117,"(a) Publicación de una Ley de Reforma Tributaria Territorial que incremente los recursos de los departamentos, el Distrito Capital y la Nación, con destino a la salud.",High
CO-L1117,"(b) Adopción, al interior del MHCP, de una estrategia para promover la aplicación por las ET de una metodología de estimación de los gastos tributarios territoriales en línea con la metodología propuesta por la DAF.",Medium
CO-L1117,"Adopción, al interior del MHCP, de una estrategia para promover la aplicación por parte de las ET de un Manual de procedimiento tributario territorial en línea con el modelo propuesto por la DAF.",Medium
CO-L1112,(a) Que se haya emitido el Decreto “Por medio del cual se crea la Comisión Intersectorial para la Gestión del Recurso Humano y se dictan otras disposiciones”.,Medium
CO-L1112,"(b) Que se haya iniciado por parte de la CIGERH, la elaboración del Reglamento Operativo de la Estrategia Nacional para la Gestión del Recurso Humano (EGERH), que refleje el modelo de gestión para la implementación de esta estrategia y defina l",Low
CO-L1112,"(a) Que se haya elaborado el diseño conceptual del Sistema Nacional de Certificación de Competencias Laborales (SICECOL), que incluye las definiciones generales del funcionamiento del sistema, aprobado por el Comité Técnico de la CIGERH. ",Low
CO-L1112,"(b) Que se haya iniciado el piloto en el sector productivo de las TICS que servirá como insumo para el desarrollo de las Reglas Generales de Operación y la estructura básica de funcionamiento de los procesos de normalización, evaluación y certi",Medium
CO-L1112,"(c) Que se haya elaborado el Plan Estadístico Sectorial para la Gestión del Recurso Humano, que contiene el inventario y descripción de las fuentes de información disponibles en el país, el análisis de las operaciones estadísticas en dichas fue",Low
CO-L1112,"(d) Que se haya desarrollado por parte del Departamento Nacional de Estadística la encuesta periódica a empresas sobre productividad y formación del recurso humano diseñada, y del plan de implementación de la misma, que incluye diseño y selecci",Low
CO-L1112,(a) Que se haya elaborado la Ruta de Trabajo para la aplicación de la estrategia de socialización y acercamiento con el sector productivo definida y aprobada por el Comité Técnico de la CIGERH.,Low
CO-L1128,Que se haya presentado al Comité Técnico de la CIGERH los siguientes estudios que sirven como insumos para la integración del Reglamento Operativo de la Estrategia Nacional para la Gestión del Recurso Humano (EGERH): (i) un análisis de las enti,Low
CO-L1128,"Que se haya presentado al Comité Técnico de la CIGERH una propuesta de decreto para la restructuración de la CIGERH, la cual considere entre otros: (i) la reducción del número de miembros de la Comisión; (ii) la creación de una Alta Gerencia de",Low
CO-L1128,"Que el Gobierno Nacional desde su Alta Consejería para la Gestión Pública y Privada realice un seguimiento trimestral a: (i) la implementación del Sistema de Certificación de Competencias Laborales (SICECOL), (ii) la implementación del Sistema ",Medium
CO-L1128,Que el proyecto de presupuesto del 2014 considere recursos presupuestarios para la implementación de la EGERH.,Medium
CO-L1128,"Que se haya presentado al Comité Técnico de la CIGERH una propuesta de las Reglas Generales de Operación y estructura básica de funcionamiento de los procesos de normalización, evaluación y certificación de competencias laborales del Sistema Na",Low
CO-L1128,"Que se haya presentado al Comité Técnico de la CIGERH el diseño de la estructura del Marco Nacional de Cualificación del Sistema Nacional de Cualificaciones, que define los niveles de competencia y propuesta para su implementación progresiva.",Low
CO-L1128,Que se haya presentado al Comité Técnico de la CIGERH un informe de implementación del plan estadístico sectorial que contenga: i) la aplicación del módulo de formación para el trabajo en la encuesta a hogares; y ii) el inicio del piloto de la,Low
CO-L1128,Que se haya presentado al Comité Técnico de la CIGERH el informe de campo del levantamiento de la encuesta a empresas y el plan de implementación del segundo levantamiento de una encuesta mejorada.,Medium
CO-L1128,Que el sector productivo haya participado en el piloto en el sector de Tecnología de la Información y la Comunicación que servirá como insumo para el desarrollo de las Reglas Generales de Operación del Sistema Nacional de Cualificaciones.,Medium
Truncated,"(c2.1.a) Que la CIGERH haya acordado el Reglamento Operativo de la EGERH que refleje el modelo de gestión para su implementación y defina los alcances y responsabilidades de la CIGERH, del Comité Técnico, de su Gerencia, de las Subcomisiones Té",Medium
Truncated,(c2.1.b) Que la CIGERH se encuentre sesionando regularmente.,Medium
Truncated,"(c2.2) Que se haya emitido el decreto para la restructuración de la CIGERH, el cual considera entre otros: (i) la reducción del número de miembros de la Comisión; (ii) la creación de una Alta Gerencia de perfil técnico que sea la encargada de e",Medium
Truncated,"(c2.3) Que el Gobierno Nacional desde su Alta Consejería para la Gestión Pública y Privada realice un seguimiento trimestral a: (i) la implementación del Sistema de Certificación de Competencias Laborales (SICECOL), (ii) la implementación del S",Medium
Truncated,(c2.4) Que el proyecto de presupuesto del 2015 considere recursos presupuestarios para el funcionamiento de la Alta Gerencia Técnica de la CIGERH y la implementación del SNC.,Medium
Truncated,"(c3.1.a) Que la CIGERH haya acordado las Reglas Generales de Operación y estructura básica de funcionamiento de los procesos de normalización, evaluación y certificación de competencias laborales del Sistema Nacional de Cualificaciones.",Medium
Truncated,(c3.1.b) Que se hayan emitido un grupo de normas y certificados de competencias laboral derivados del piloto en el sector de TIC.,Medium
Truncated,(c3.2) Que la CIGERH haya acordado el diseño de la estructura del MNC del Sistema Nacional de Cualificaciones.,Medium
Truncated,"(c3.3) Que se haya presentado al Comité Técnico de la CIGERH el diseño conceptual y operativo del Sistema de Información de Capital Humano, que define cómo se articula, clasifica, procesa, almacena, y difunde la información del mercado laboral ",Low
Truncated,(c3.4) Que la CIGERH haya acordado el Plan de implementación del segundo levantamiento de una encuesta mejorada.,Medium
Truncated,(c4.1) Que el sector productivo participe activamente en la EGERH.,Low
DR-L1064,"Que se haya aprobado la ley de reforma tributaria Nro. 253-12 y su reglamento, los cuales contemplen, en otros temas, los siguientes: (i) Reducción, al mínimo, de la tasa cero del ITBIS e inclusión en la tasa básica a un grupo de bienes de la c",High
DR-L1064,"Que la ejecución presupuestal a septiembre de 2013 del gasto de capital no supere el 4,25% del PIB por el período enero–septiembre;",Medium
DR-L1064,"Que la ejecución presupuestal a septiembre de 2013 del gasto en educación no universitaria haya aumentado en, al menos, 15% con respecto a lo ejecutado en el mismo período de 2012 como proporción del PIB (alcanzando el 2,76% del PIB);",Medium
DR-L1064,Que se hayan elaborado planes de gestión comercial para cada empresa de la CDEEE para el 2014 con metas operacionales y un marco de financiamiento consistente con el nivel de transferencias estipuladas en el Presupuesto 2014 y que el Ministerio,Medium
DR-L1064,"Que a septiembre de 2013, el ingreso del Gobierno Central que se recibe a través de la CUT como porcentaje del total de ingresos de ese nivel de gobierno, no es inferior al 90%; y",Medium
DR-L1064,"Que a septiembre de 2013, la nómina salarial del Gobierno Central que se gestiona a través del SASP no sea inferior a 90%, excluyendo del Gobierno Central a la Policía Nacional (PN) y las Fuerzas Armadas (FFAA), que no son sujetos a la Ley No. ",Medium
DR-L1073,"(a) Que se hayan elaborado las modificaciones a la Ley 87-01 para, al menos: (i) definir el tratamiento de los regímenes de financiamiento no implementados de forma que se evite la segmentación del aseguramiento por condición laboral; (ii) facu",Low
DR-L1073,"(b) Que se haya promulgado el reglamento de procedimientos para otorgar pensiones solidarias, incluyendo el índice del Sistema Único de Beneficiarios (SIUBEN) como criterio de elegibilidad para la focalización;",Medium
DR-L1073,(c) Que se haya elaborado un análisis del costo fiscal de la reorganización del Sistema de Pensiones de Reparto Estatal (SISPRE);,Low
DR-L1073,"(d) Que se hayan establecido nuevos servicios de información, en específico:  (i) herramientas de acceso a la información disponibles a los beneficiarios por medios electrónicos, incluyendo como mínimo: calculadora de pensiones, acceso al estad",Medium
DR-L1073,"(e) Que se haya conformado un comité intersectorial de estadística ad hoc integrado por un representante de las siguientes instituciones: Oficina Nacional de Estadística (ONE), Superintendencia de Pensiones (SIPEN), Superintendencia de Salud y ",Medium
DR-L1073,"(f) Que el Consejo Nacional de Seguridad Social haya creado un comité interinstitucional ad hoc responsable de desarrollar las pautas, normas, lineamientos técnicos y legales, así como los procedimientos para la formulación, evaluación, aprobac",Medium
DR-L1073,"(g) Que se haya iniciado la separación de funciones de rectoría y provisión del Ministerio de Salud Pública (MSP) mediante la desconcentración administrativa, funcional y territorial del Vice-Ministerio de Atención a las Personas, el cual pasar",High
DR-L1073,"(h) Que se haya oficializado el nuevo modelo de atención del Sistema Nacional de Salud, el cual deberá contener: (i) una definición de la nueva estructura organizacional de los prestadores públicos, con la atención primaria como puerta de entra",High
DR-L1073,"(i) Que se haya definido una nueva estructura organizacional y funcional del MSP, que refleje la rectoría (conducción sectorial, inteligencia sanitaria y regulación y supervisión) del Sistema Nacional de Salud como su principal función, y se ha",Medium
DR-L1073,"(j) Que el MSP haya aprobado una política de calidad en salud que contenga: (i) los estándares de calidad de la atención brindada en las entidades proveedoras de salud públicas, privadas y mixtas; y (ii) las directrices de seguridad, inocuidad ",Medium
DR-L1073,"(k) Que haya entrado en vigencia la Ley de Carrera Sanitaria, la cual establece las relaciones laborales entre los servidores públicos y el estado, bajo principios de eficiencia y eficacia, integralidad, y selección y promoción basada en el mér",Medium
DR-L1073,"(l) Que se haya licitado una consultoría internacional para elaborar la revisión y actualización del Catálogo del Plan de Servicios de Salud (PDSS), sobre la base del perfil epidemiológico dominicano y las necesidades de salud de la población; ",Low
DR-L1073,"(m) Que se haya creado la Unidad de Análisis Actuarial del Seguro Nacional de Salud (SeNaSa), que, entre sus principales funciones, incluya: (i) elaboración de los estudios actuariales para brindar información para la toma de decisiones; (ii) e",Medium
ES-L1040,El Mapa de Pobreza ha sido diseñado y aplicado como instrumento de focalización geográfica a nivel municipal.,High
ES-L1040,Los censos municipales han sido diseñados y aplicados según el avance del programa de Transferencias Monetarias Condicionadas (TMC) como instrumento de identificación de las familias que son elegibles para las TMC.,Medium
ES-L1040,El método de variables próximas (PMT) ha sido diseñado y aplicado para la clasificación y selección de hogares.,Medium
ES-L1040,"El Consejo Directivo de la Red Solidaria, su Comité Intersectorial y sus Comités Municipales de Coordinación han sido conformados y se encuentran funcionando como instancias de coordinación de la Red Solidaria.",Low
ES-L1040,"El MH ha programado en el Presupuesto 2008 una partida global de transferencia para el financiamiento del Programa Red Solidaria, con su respectiva codificación presupuestaria y su seguimiento a través del SAFI.",Medium
ES-L1040,"La modalidad de intervención de TMC ha sido diseñada, se ha iniciado su puesta en marcha en al menos 47 de los 100 municipios de extrema pobreza, severa y alta, y se ha verificado el cumplimiento de las condicionalidades por parte de las famili",High
ES-L1040,La estrategia de salida de las familias beneficiarias de las TMC ha sido definida y aprobada.,Medium
ES-L1040,"El modelo de Redes Escolares Efectivas ha sido diseñado y está siendo implementado en al menos 56 municipios de extrema pobreza, para aumentar la asistencia y retención escolar de los estudiantes de educación básica.",High
ES-L1040,"La propuesta técnica para fortalecer y ampliar el Programa de Alfabetización de Jóvenes y Adultos ha sido diseñada, y el mismo Programa esta funcionando de conformidad con un currículo revisado, módulos de aprendizaje en uso y facilitadores cap",High
ES-L1040,"La ejecución presupuestal en el año 2008 de al menos 65% de los recursos requeridos para los programas prioritarios relacionados a la cobertura de Red Solidaria en las áreas de educación, salud y TMC ha sido realizada",Low
ES-L1040,El anteproyecto de ley sobre el presupuesto general del Estado para el año 2009 ha sido presentado ante la Asamblea Legislativa y ha incluido los recursos requeridos para los programas prioritarios relacionados a la cobertura de Red Solidaria e,Low
ES-L1040,El modelo de extensión de cobertura de servicios esenciales de salud y nutrición ha sido diseñado y es obligatorio para todos los prestadores públicos y no públicos (ONG) en las zonas rurales de extrema pobreza.,High
ES-L1040,El modelo ha sido implementado en por lo menos 87 de los 100 municipios de extrema pobreza severa y alta,Medium
ES-L1040,Al menos un Consejo Asesor a cargo del diseño de una estrategia de pobreza urbana ha sido constituido.,Low
ES-L1040,"La oferta de servicios de ONG especializadas para promover la participación comunitaria y apoyar a las familias beneficiarias se ha iniciado en al menos 47 dentro de los 100 municipios de extrema pobreza severa y alta, y estos servicios de ONG ",Medium
ES-L1040,Los mecanismos de participación comunitaria y su evaluación han sido diseñados y están en funcionamiento.,Medium
ES-L1040,El sistema de monitoreo de las TMC y de seguimiento de las intervenciones de la Red Solidaria han sido diseñados técnica y operativamente.,Medium
ES-L1040,Los estudios de evaluaciones de los procesos de la Red Solidaria han sido realizados y los resultados de dichos estudios están siendo utilizados para perfeccionar su diseño e implementación.,Medium
ES-L1040,"La propuesta metodológica de la evaluación de impacto de la Red Solidaria, incluidos los instrumentos cualitativos de satisfacción de beneficiarios han sido diseñados",Low
ES-L1040,La línea de base para la evaluación de impacto de la Red  Solidaria ha sido levantada y los grupos de control de la línea de base han sido definidos. ,Medium
ES-L1040,Los términos de referencia de los estudios prioritarios para mejorar el proceso de implementación y consolidación de la Red Solidaria han sido elaborados y los procesos de contratación de estos estudios han sido iniciados.,Low
ES-L1040,Los términos de referencia para el análisis institucional del área social con el propósito de generar recomendaciones para el ajuste institucional del sector han sido elaborados y los procesos de contratación de este análisis han sido iniciados,Low
ES-L1040,El mapa de pobreza ha sido actualizado para ser pertinentes a las características de potenciales beneficiarios urbanos,High
ES-L1040,Los censos municipales han sido aplicados al 100% de los municipios priorizados por el programa de TMC,Medium
ES-L1040,"El mecanismo de focalización del programa de TMC ha sido actualizado, con base en los resultados de la evaluación de la focalización del mismo.",High
ES-L1040,"El Consejo Directivo de la Red Solidaria, su Comité Intersectorial y sus Comités Municipales de Coordinacióncrealizan el seguimiento periódico a sus acuerdos, resuelven oportunamente los problemas de ejecución y comunican sus decisiones a los t",Low
ES-L1040,Los lineamientos y directrices han sido emitidos por el MH instruyendo a los ministerios e instituciones públicas vinculadas al programa de la Red Solidaria para que programen con su codificación presupuestaria los recursos de sus respectivos p,Low
ES-L1040,"La cobertura de las TMC se ha extendido al menos a 30 adicionales dentro de los 100 municipios de extrema pobreza, severa y alta.",High
ES-L1040,"El proceso y los mecanismos de entrega de las TMC han sido mejorados para asegurar su transparencia y eficiencia, y el cumplimiento de las condicionalidades.",Medium
ES-L1040,"El modelo de Redes Escolares Efectivas ha sido modificado para incluir modalidades de gestion e instancias de participacion de la comunidad para asegurar asistencia y retencion escolar, y este siendo implemntado de acuerdo a caracteristicas tec",Medium
ES-L1040,El Programa de Alfabetización de Jóvenes y Adultos ha sido extendido al menos a 50 municipios adicionales y ha sido ampliado en cuanto al porcentaje de beneficiarios en los municipios de extrema pobreza severa y alta.,Medium
ES-L1040,El Programa de Alfabetización de Jóvenes y Adultos cuenta con un mínimo de 50% de facilitadores capacitados para el segundo y tercer nivel educativo.,Medium
ES-L1040,"El Programa de Alfabetización de Jóvenes y Adultos cuenta con el diseño y la implementación de una estrategia de promoción, organización y ejecución del programa, así como con el diseño de la evaluación y certificación de los aprendizajes de be",Medium
ES-L1040,"La ejecución presupuestal en el año 2009 se esta realizando de conformidad con los recursos requeridos para los programas prioritarios relacionados a la cobertura de Red Solidaria en las áreas de educación, salud y TMC.",Low
ES-L1040,"El anteproyecto de ley de presupuesto general del Estado para el año 2010, que será presentado a la Asamblea Legislativa, ha sido aprobado por el Consejo de Ministros y ha incluido los recursos requeridos para los programas prioritarios relacio",Low
ES-L1040,El modelo de extensión de cobertura ha sido implementado en al menos nueve municipios adicionales de extrema pobreza severa y alta.,Medium
ES-L1040,Los costos y la eficiencia del modelo de extensión de cobertura han sido revisados por el MSPAS,Low
ES-L1040,El MSPAS esta promoviendo el cumplimiento de los mismos niveles mínimos definidos de calidad para las ONG y equipos institucionales que se contratan para la prestación de servicios en las zonas rurales de extrema pobreza.,Medium
ES-L1040,"Un programa de intervenciones en comunidades en condiciones de pobreza y exclusión social de las áreas urbanas ha sido diseñado, con base en los resultados de los estudios preparativos definidos por el Consejo Asesor de pobreza urbana.",Low
ES-L1040,La oferta de servicios de ONG especializadas para promover la participación comunitaria y apoyar a las familias beneficiarias se ha iniciado en al menos 30 municipios adicionales de extrema pobreza severa y alta dentro de los 100 municipios de,Medium
ES-L1040,"Los mecanismos de participación comunitaria están operando con el mismo grado de participación de los beneficiarios, incluida la contraloría social, lo que contribuye a la sostenibilidad de las intervenciones y promueve una efectiva rendición d",Medium
ES-L1040,Los Comités Comunitarios están ejerciendo funciones de contraloría social en temas vinculados a las TMC y a los servicios de educación y salud.,Medium
ES-L1040,El diseño del Programa Red Solidaria ha sido actualizado con base en los resultados de la evaluación intermedia de impacto del Programa y de la evaluación de efectividad de los sistemas de seguimiento de las distintas intervenciones de la Red S,Medium
ES-L1040,"Los instrumentos de seguimiento y metodologías de evaluación de impacto han sido difundidos a organismos nacionales y locales, y están disponibles para otras iniciativas sociales.",Medium
ES-L1040,El proceso de implementación de Red Solidaria en su camino hacia la consolidación de la estrategia “Oportunidades” ha sido mejorado con base en los resultados de los estudios técnicos,Low
ES-L1047,"(a) Publicación en el Diario Oficial del(os) Decreto(s) Legislativo(s) a través del cual (cuales) la Asamblea Legislativa haya aprobado una reforma tributaria que contemple, por lo menos, lo siguiente: i) la imposición del impuesto a la renta s",High
ES-L1047,(b) Publicación en el Diario Oficial de un Decreto Legislativo extendiendo hasta el 31 de diciembre de 2010 la Contribución Especial de 10c por galón de gasolina y de diesel para la estabilización de las tarifas del servicio público de transpor,Medium
ES-L1047,(c) Presentación de un informe de consultoría independiente conteniendo el diseño institucional para la creación de un Viceministerio de Ingresos en el Ministerio de Hacienda.,Low
ES-L1047,(d) Publicación en el Diario Oficial de un Decreto Legislativo reduciendo en al menos el 35% el subsidio al transporte colectivo de pasajeros establecido en el Decreto Legislativo No.711 del 5/09/2008 publicado en el Diario Oficial No. 181 del,Medium
ES-L1047,(e) Publicación en el Diario Oficial de un Decreto Ejecutivo estableciendo un sistema tarifario sobre el consumo de agua que incluya un subsidio cruzado a aquellos hogares que consuman menos de 20 m3 mensuales que sea financiado por aquellos ho,Medium
